,category,new_features_params,features,year_range,algorithm,parameters,class_balancing,problem,test_accuracy,test_log_loss,test_confusion_matrix,test_precision_0,test_precision_1,test_recall_0,test_recall_1,test_fscore_0,test_fscore_1,train_accuracy,train_log_loss,train_confusion_matrix,train_precision_0,train_precision_1,train_recall_0,train_recall_1,train_fscore_0,train_fscore_1,test_MSE,test_r2,train_MSE,train_r2,exec_time
0,deep learning,1,standard + new features,"(1960, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.724387526512146,0.545432984828949,"[[3110, 1380], [1095, 3395]]",0.7395957193816884,0.7109947643979058,0.6926503340757239,0.7561247216035635,0.7153536515238642,0.7328656233135457,0.7520081996917725,0.5131161808967589,"[[31111, 14328], [8209, 37230]]",0.7912258392675483,0.7220993832188991,0.6846761592464623,0.8193402143533088,0.7341049328094953,0.7676526078126128,,,,,48.98990821838379
21,deep learning,3,new features,"(1980, 1989)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7237008810043335,0.5608282089233398,"[[625, 164], [272, 517]]",0.6967670011148273,0.7591776798825257,0.7921419518377694,0.6552598225602028,0.7413997627520759,0.7034013605442176,0.7401005625724792,0.5257909893989563,"[[4876, 1488], [1820, 4544]]",0.7281959378733572,0.753315649867374,0.7661847894406034,0.7140163419233186,0.7467075038284838,0.7331397224911261,,,,,76.91643929481506
13,deep learning,all,standard + new features,"(2010, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7229729890823364,0.5647612810134888,"[[1444, 406], [619, 1231]]",0.6999515269025691,0.7519853390348198,0.7805405405405406,0.6654054054054054,0.7380526450293893,0.7060510467450529,0.7582131624221802,0.5119233131408691,"[[5239, 1488], [1765, 4962]]",0.7480011422044546,0.7693023255813953,0.7788018433179723,0.7376244982904713,0.7630908164008449,0.75313045457995,,,,,106.68072295188904
1,deep learning,1,standard + new features,"(1960, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7227171659469604,0.5432979464530945,"[[3478, 1012], [1478, 3012]]",0.7017756255044391,0.7485089463220675,0.7746102449888641,0.6708240534521158,0.7363963582468769,0.7075405214940099,0.7754021883010864,0.4809890687465668,"[[35252, 10187], [10224, 35215]]",0.7751781159292814,0.7756266243777807,0.7758093267897621,0.7749950483065209,0.7754935929164605,0.7753107077200825,,,,,643.5394699573518
11,deep learning,2,standard + new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7220267653465271,0.5588796734809875,"[[1108, 313], [477, 944]]",0.6990536277602524,0.750994431185362,0.7797325826882477,0.6643209007741028,0.7371922821024617,0.7050037341299477,0.7999664545059204,0.44898471236228943,"[[4865, 1099], [1287, 4677]]",0.7907997399219766,0.8097299168975071,0.8157276995305164,0.78420523138833,0.8030703202377023,0.7967632027257241,,,,,104.76773285865784
14,deep learning,0.0,standard + new features,"(1960, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7215274572372437,0.5501508712768555,"[[3286, 1192], [1302, 3176]]",0.7162162162162162,0.7271062271062271,0.7338097364895042,0.7092451987494417,0.7249062431061107,0.7180646619941217,0.7584110498428345,0.5071192979812622,"[[33144, 12332], [9641, 35835]]",0.7746640177632348,0.7439740901447048,0.7288239950743249,0.7879980649133609,0.7510451954997112,0.7653535234881411,,,,,70.80587553977965
26,deep learning,0.0,standard + new features,"(2010, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7215189933776855,0.5700275301933289,"[[1339, 478], [534, 1283]]",0.7148958889482114,0.7285633162975582,0.7369290038525041,0.7061089708310402,0.7257452574525746,0.7171604248183343,0.7450237870216371,0.5360674858093262,"[[5021, 1711], [1722, 5010]]",0.7446240545751149,0.7454247879779795,0.745840760546643,0.7442067736185384,0.7452319109461968,0.7448152828365421,,,,,19.50083613395691
15,deep learning,0.0,standard + new features,"(1960, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.721304178237915,0.5548188090324402,"[[3351, 1127], [1369, 3109]]",0.7099576271186441,0.733947119924457,0.7483251451540867,0.6942831621259491,0.7286366601435095,0.7135643791599725,0.7754309773445129,0.4757876098155975,"[[34280, 11196], [9229, 36247]]",0.7878829667425129,0.7640115507029488,0.7538042044155159,0.7970577887237223,0.7704669326290948,0.7801848922179533,,,,,120.90874648094177
7,deep learning,1,standard + new features,"(1980, 1989)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7204574346542358,0.6151688694953918,"[[597, 190], [250, 537]]",0.704840613931523,0.7386519944979367,0.758576874205845,0.6823379923761118,0.7307221542227662,0.7093791281373844,0.8190737962722778,0.4072680175304413,"[[4725, 1645], [660, 5710]]",0.8774373259052924,0.7763426240652618,0.7417582417582418,0.8963893249607535,0.8039132284134411,0.8320582877959928,,,,,106.0225179195404
13,deep learning,2,standard + new features,"(2010, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7195870280265808,0.5662119388580322,"[[1408, 384], [621, 1171]]",0.6939379004435683,0.7530546623794212,0.7857142857142857,0.6534598214285714,0.7369798482072756,0.6997311024798326,0.7764179110527039,0.4731873571872711,"[[5436, 1264], [1732, 4968]]",0.7583705357142857,0.7971758664955071,0.8113432835820895,0.7414925373134328,0.7839630804730313,0.7683266316115062,,,,,106.98081231117249
10,deep learning,2,standard + new features,"(2000, 2009)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7195636630058289,0.5653591752052307,"[[997, 424], [373, 1048]]",0.7277372262773723,0.7119565217391305,0.7016185784658691,0.7375087966220971,0.7144392690791831,0.7245074317317663,0.7470657229423523,0.5378232598304749,"[[4207, 1757], [1260, 4704]]",0.7695262483994878,0.7280606717226435,0.7053990610328639,0.7887323943661971,0.7360685854255972,0.7571830985915493,,,,,15.72545337677002
27,deep learning,0.0,standard + new features,"(2010, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7193175554275513,0.5705626010894775,"[[1369, 448], [572, 1245]]",0.7053065430190624,0.7353809805079742,0.7534397358282884,0.6851953769950467,0.7285790313996808,0.7094017094017094,0.7449495196342468,0.5331697463989258,"[[5173, 1559], [1875, 4857]]",0.7339670828603859,0.7570137157107232,0.7684194890077243,0.7214795008912656,0.7507982583454281,0.7388195923334349,,,,,14.197771310806274
39,deep learning,0.0,new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7189327478408813,0.5626294016838074,"[[1142, 226], [543, 825]]",0.6777448071216617,0.7849666983824929,0.8347953216374269,0.6030701754385965,0.7481166066164429,0.6821000413393965,0.7197607755661011,0.5604877471923828,"[[4841, 1095], [2232, 3704]]",0.6844337621942599,0.7718274640550115,0.815532345013477,0.623989218328841,0.7442539780152201,0.6900791802515138,,,,,17.218616962432858
6,deep learning,,standard features,"(1980, 1989)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7189024686813354,0.561130702495575,"[[566, 254], [207, 613]]",0.7322121604139715,0.7070357554786619,0.6902439024390243,0.7475609756097561,0.7106089139987445,0.7267338470657972,0.767073929309845,0.4925309121608734,"[[4315, 2069], [905, 5479]]",0.8266283524904214,0.7258876523582406,0.6759085213032582,0.8582393483709273,0.7437090658393657,0.786534596612116,,,,,17.120228290557858
24,deep learning,all,new features,"(2000, 2009)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7180925607681274,0.5684837698936462,"[[1111, 315], [489, 937]]",0.694375,0.7484025559105432,0.7791023842917251,0.6570827489481066,0.7343027098479842,0.6997759522031367,0.7331035733222961,0.5620025992393494,"[[4642, 1306], [1869, 4079]]",0.7129473199201352,0.7574744661095636,0.7804303967720242,0.6857767316745125,0.7451641383738663,0.7198447013147445,,,,,17.634412288665768
12,deep learning,3,standard + new features,"(2010, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7171609997749329,0.5663748979568481,"[[1373, 515], [553, 1335]]",0.7128764278296988,0.7216216216216216,0.7272245762711864,0.7070974576271186,0.7199790246460409,0.7142857142857143,0.7542510628700256,0.52595454454422,"[[5015, 1748], [1576, 5187]]",0.7608860567440449,0.7479452054794521,0.741534821824634,0.7669673221942924,0.7510858169836753,0.7573368374945247,,,,,15.0479576587677
38,deep learning,0.0,new features,"(2000, 2009)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7171052694320679,0.5725054144859314,"[[1050, 318], [456, 912]]",0.6972111553784861,0.7414634146341463,0.7675438596491229,0.6666666666666666,0.7306889352818372,0.7020785219399537,0.7180761694908142,0.574650764465332,"[[4375, 1561], [1786, 4150]]",0.7101119948060379,0.7266678340045526,0.7370283018867925,0.6991239892183289,0.7233198313631478,0.7126298617669786,,,,,18.387798786163327
41,deep learning,0.0,new features,"(2010, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7170868515968323,0.5787270665168762,"[[1341, 444], [566, 1219]]",0.7031987414787625,0.7330126277811184,0.7512605042016807,0.6829131652661065,0.7264355362946914,0.7070765661252901,0.7225545644760132,0.5718526840209961,"[[4926, 1760], [1950, 4736]]",0.7164048865619547,0.7290640394088671,0.7367633861800778,0.7083457971881544,0.7264415277982599,0.7185556061295706,,,,,16.454025268554688
15,machine learning,1,standard + new features,"(1980, 1989)",SVC,"{'kernel': 'linear', 'C': 0.1, 'probability': True}",SMOTE + random undersampling,classification,0.7168192219679634,0.5670739899425963,"[[579, 295], [200, 674]]",0.7432605905006419,0.695562435500516,0.6624713958810069,0.7711670480549199,0.7005444646098005,0.7314161692892024,0.733564513798584,0.5351200732471499,"[[4558, 2363], [1325, 5596]]",0.7747747747747747,0.7031034049503706,0.6585753503828926,0.8085536772142754,0.7119650109340832,0.7521505376344085,,,,,24.85
14,machine learning,3,standard + new features,"(1980, 1989)",LogisticRegression,"{'penalty': 'l2', 'solver': 'lbfgs', 'C': 1, 'max_iter': 1000}",SMOTE + random undersampling,classification,0.7165714285714285,0.5556126161817961,"[[628, 247], [249, 626]]",0.7160775370581528,0.7170675830469645,0.7177142857142857,0.7154285714285714,0.7168949771689499,0.7162471395881006,0.7355150989741367,0.5349428196137848,"[[4812, 2109], [1552, 5369]]",0.7561282212445003,0.7179727199786039,0.6952752492414391,0.7757549487068343,0.7244260444109899,0.7457462323772484,,,,,1.19
26,deep learning,all,new features,"(2010, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7162086367607117,0.5705358386039734,"[[1254, 529], [483, 1300]]",0.7219343696027634,0.7107709130672498,0.7033090297251823,0.7291082445316882,0.7124999999999999,0.7198228128460687,0.7242302298545837,0.5664580464363098,"[[4656, 2067], [1641, 5082]]",0.7393997141495949,0.7108686529584557,0.6925479696564034,0.7559125390450692,0.7152073732718893,0.7326989619377162,,,,,18.543270111083984
11,deep learning,3,standard + new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7159913182258606,0.5682470798492432,"[[1037, 345], [440, 942]]",0.7020988490182803,0.7319347319347319,0.7503617945007236,0.6816208393632417,0.7254284714935293,0.7058823529411765,0.7990114092826843,0.4488070011138916,"[[4680, 1288], [1111, 4857]]",0.8081505784838543,0.7903986981285598,0.7841823056300268,0.8138404825737265,0.7959860532358194,0.8019483199867912,,,,,101.91411519050598
0,deep learning,2,standard + new features,"(1960, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7153179049491882,0.5542697310447693,"[[3301, 1197], [1364, 3134]]",0.7076098606645229,0.7236204109905333,0.7338817252112049,0.6967541129390841,0.7205063843719306,0.7099331747649792,0.7620267868041992,0.5023612976074219,"[[33358, 12103], [9534, 35927]]",0.7777207870931643,0.7480116593795545,0.7337718044037747,0.7902817799872418,0.7551073534571547,0.7685659582205774,,,,,52.80187726020813
40,deep learning,0.0,new features,"(2010, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7151260375976562,0.5848419666290283,"[[1313, 472], [545, 1240]]",0.7066738428417654,0.7242990654205608,0.7355742296918768,0.6946778711484594,0.7208344770793303,0.7091792965398913,0.7138049602508545,0.5817095041275024,"[[4814, 1872], [1955, 4731]]",0.7111833357955385,0.716492503407542,0.7200119653006282,0.7075979658988932,0.715570419918246,0.7120174580480096,,,,,19.505026817321774
27,deep learning,all,new features,"(2010, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7150869369506836,0.5818047523498535,"[[1343, 440], [576, 1207]]",0.699843668577384,0.7328476017000607,0.7532249018508133,0.6769489624228828,0.7255537547271745,0.7037900874635569,0.7197679877281189,0.5802105665206909,"[[4982, 1741], [2027, 4696]]",0.7108003994863746,0.7295323908653102,0.7410382269820021,0.6984976944816302,0.7256044276143315,0.7136778115501519,,,,,66.50609517097472
1,deep learning,2,standard + new features,"(1960, 2020)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7145397663116455,0.5563700795173645,"[[3355, 1143], [1425, 3073]]",0.7018828451882845,0.7288899430740038,0.7458870609159627,0.6831925300133392,0.7232162103901703,0.7053018131742025,0.7778535485267639,0.476515144109726,"[[34160, 11301], [8897, 36564]]",0.7933669322061453,0.7638984644312128,0.7514132993114978,0.8042937902817799,0.7718204207053933,0.7835758523884019,,,,,699.8268320560455
20,deep learning,3,new features,"(1980, 1989)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7141951918601991,0.5594452023506165,"[[587, 202], [249, 540]]",0.7021531100478469,0.7277628032345014,0.743979721166033,0.6844106463878327,0.7224615384615384,0.7054212932723709,0.7219516038894653,0.55039381980896,"[[4582, 1782], [1757, 4607]]",0.7228269443129831,0.7210831115980592,0.7199874292897549,0.7239157762413576,0.7214043926631505,0.7224966674507959,,,,,14.66940689086914
12,deep learning,2,standard + new features,"(2010, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7137276530265808,0.566754162311554,"[[1298, 494], [532, 1260]]",0.7092896174863388,0.7183580387685291,0.7243303571428571,0.703125,0.7167310877967974,0.7106598984771574,0.7610448002815247,0.5122310519218445,"[[5006, 1694], [1508, 5192]]",0.7684986183604544,0.7539936102236422,0.7471641791044776,0.7749253731343284,0.7576812471621008,0.7643162078610334,,,,,18.427223205566406
25,deep learning,all,new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7128331065177917,0.5701066851615906,"[[1192, 234], [585, 841]]",0.6707934721440629,0.7823255813953488,0.8359046283309958,0.5897615708274895,0.7443022166718701,0.6725309876049579,0.7234364748001099,0.5613158941268921,"[[4963, 985], [2305, 3643]]",0.6828563566318107,0.7871650821089023,0.8343981170141224,0.6124747814391392,0.7510593220338982,0.6889183055975795,,,,,88.31472516059875
15,machine learning,2,standard + new features,"(1980, 1989)",SVC,"{'kernel': 'linear', 'C': 0.1, 'probability': True}",SMOTE + random undersampling,classification,0.7127167630057804,0.5546926988601483,"[[566, 299], [198, 667]]",0.7408376963350786,0.6904761904761905,0.6543352601156069,0.7710982658959538,0.6949048496009823,0.7285636264336429,0.7240057845263919,0.5467470294926823,"[[4386, 2529], [1288, 5627]]",0.7729996475149806,0.6899215301618441,0.6342733188720173,0.8137382501807664,0.6967987925967114,0.7467321345630681,,,,,27.26
6,deep learning,2,standard + new features,"(1980, 1989)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7119700908660889,0.5560461282730103,"[[558, 244], [218, 584]]",0.7190721649484536,0.7053140096618358,0.6957605985037406,0.7281795511221946,0.7072243346007604,0.7165644171779142,0.7697926759719849,0.4846757352352142,"[[4499, 1867], [1064, 5302]]",0.8087362933668883,0.7395731622262519,0.7067232170907949,0.8328620797989318,0.7542962528292397,0.7834503140007388,,,,,14.675665378570555
18,machine learning,2,standard + new features,"(1980, 1989)",DecisionTreeClassifier,"{'criterion': 'gini', 'max_depth': 5}",SMOTE + random undersampling,classification,0.7114955357142857,0.6216165132281936,"[[618, 278], [239, 657]]",0.721120186697783,0.7026737967914438,0.6897321428571429,0.7332589285714286,0.7050770108385626,0.7176406335335882,0.7295211998846265,0.5274591198058247,"[[4840, 2094], [1657, 5277]]",0.7449592119439742,0.7159137159137159,0.698009806749351,0.7610325930199019,0.7207207207207206,0.7377839916113247,,,,,1.11
11,deep learning,1,standard + new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7113031148910522,0.5679115653038025,"[[1027, 362], [440, 949]]",0.700068166325835,0.7238749046529367,0.7393808495320374,0.6832253419726422,0.7191876750700279,0.7029629629629629,0.800891637802124,0.4532576203346253,"[[4497, 1447], [920, 5024]]",0.8301642975816873,0.7763869571936332,0.7565612382234186,0.8452220726783309,0.7916556641140744,0.8093435360451067,,,,,100.47470283508301
7,deep learning,all,standard + new features,"(1980, 1989)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7109755873680115,0.5690462589263916,"[[622, 198], [276, 544]]",0.6926503340757239,0.7331536388140162,0.7585365853658537,0.6634146341463415,0.7240977881257277,0.6965428937259923,0.8007677793502808,0.4426837861537933,"[[4801, 1581], [962, 5420]]",0.8330730522297415,0.7741751178403086,0.7522720150423065,0.8492635537449076,0.7906134211609716,0.8099828140177838,,,,,118.22582530975342
64,machine learning,0.0,standard + new features,"(1980, 1989)",SVC,"{'kernel': 'linear', 'C': 0.1, 'probability': True}",SMOTE + random undersampling,classification,0.7109464082098061,0.5579321743415853,"[[556, 321], [186, 691]]",0.7493261455525606,0.682806324110672,0.6339794754846066,0.7879133409350056,0.6868437306979618,0.7316040232927475,0.7245738225946259,0.544692466046496,"[[4407, 2515], [1298, 5624]]",0.7724802804557406,0.690993979604374,0.6366657035538862,0.8124819416353655,0.6980280351627465,0.7468295597901866,,,,,29.29
19,machine learning,all,standard + new features,"(1980, 1989)",RandomForestClassifier,"{'n_estimators': 25, 'max_depth': 8}",SMOTE + random undersampling,classification,0.710789766407119,0.6054537170245182,"[[608, 291], [229, 670]]",0.7264038231780168,0.6971904266389178,0.6763070077864294,0.7452725250278087,0.7004608294930876,0.7204301075268816,0.7528114186851211,0.488468712062776,"[[4619, 2317], [1112, 5824]]",0.8059675449310766,0.7153912295786758,0.6659457900807382,0.839677047289504,0.7292965974579616,0.7725674869005771,,,,,2.4
25,deep learning,0.0,standard + new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7104874253273009,0.5726377964019775,"[[1040, 314], [470, 884]]",0.6887417218543046,0.7378964941569283,0.7680945347119645,0.6528803545051699,0.7262569832402235,0.6927899686520377,0.7837041020393372,0.481444776058197,"[[4642, 1292], [1275, 4659]]",0.7845191820179145,0.7828936313224668,0.7822716548702393,0.7851365015166836,0.7833938064298372,0.7840134623474969,,,,,17.419499158859253
20,deep learning,0.0,standard + new features,"(1980, 1989)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7096577286720276,0.555695116519928,"[[557, 261], [214, 604]]",0.7224383916990921,0.6982658959537572,0.6809290953545232,0.7383863080684596,0.7010698552548772,0.7177658942364824,0.772527813911438,0.4849334061145783,"[[4420, 1961], [942, 5439]]",0.8243192838493101,0.735,0.6926813979000157,0.8523742360131641,0.7527888955122201,0.7893476525651257,,,,,17.897144556045532
25,deep learning,2,new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7096085548400879,0.5740430951118469,"[[1119, 286], [530, 875]]",0.6785930867192238,0.7536606373815676,0.7964412811387901,0.6227758007117438,0.7328094302554027,0.6819953234606391,0.7321188449859619,0.5457142591476439,"[[4743, 1213], [1978, 3978]]",0.7056985567623866,0.7663263340396841,0.7963398253861652,0.667897918065816,0.7482842943914176,0.7137346371220956,,,,,100.17453861236572
0,deep learning,,standard features,"(1960, 2020)",MLP,"4 hidden layers (1024, 254, 128, 64)",SMOTE + random undersampling,classification,0.7093700766563416,0.5552145838737488,"[[3143, 1318], [1275, 3186]]",0.7114078768673608,0.7073712255772646,0.7045505492042143,0.7141896435776731,0.7079626084018471,0.7107640825432235,0.7518552541732788,0.5156031847000122,"[[32215, 13196], [9341, 36070]]",0.7752189816151699,0.7321479316364227,0.7094096144106053,0.7943009403008082,0.7408557268849104,0.7619590819311977,,,,,60.11731266975403
15,machine learning,3,standard + new features,"(1980, 1989)",SVC,"{'kernel': 'linear', 'C': 0.1, 'probability': True}",SMOTE + random undersampling,classification,0.7093567251461989,0.5733501536552836,"[[549, 306], [191, 664]]",0.7418918918918919,0.6845360824742268,0.6421052631578947,0.776608187134503,0.6884012539184953,0.7276712328767123,0.7249240121580547,0.5384182155394571,"[[4418, 2491], [1310, 5599]]",0.7712988826815642,0.6920889987639061,0.6394557823129252,0.8103922420031843,0.6992165862150826,0.7465831055403694,,,,,26.18
18,machine learning,1,standard + new features,"(1980, 1989)",DecisionTreeClassifier,"{'criterion': 'gini', 'max_depth': 5}",SMOTE + random undersampling,classification,0.7093023255813954,0.6720303246943801,"[[604, 256], [244, 616]]",0.7122641509433962,0.7064220183486238,0.7023255813953488,0.7162790697674418,0.7072599531615924,0.7113163972286374,0.7364728009259259,0.525354369947568,"[[4895, 2017], [1626, 5286]]",0.7506517405305935,0.7238121320005477,0.7081886574074074,0.7647569444444444,0.7288022035286236,0.7437214210341189,,,,,1.06
11,deep learning,all,standard + new features,"(2000, 2009)",MLP,1 hidden layer (64),SMOTE + random undersampling,classification,0.7091619372367859,0.5790773034095764,"[[1081, 327], [492, 916]]",0.6872218690400509,0.7369267900241352,0.7677556818181818,0.6505681818181818,0.7252599798725259,0.6910599773670312,0.7767153382301331,0.501937985420227,"[[4642, 1319], [1343, 4618]]",0.7756056808688387,0.7778339228566616,0.7787284012749539,0.7747022311692672,0.7771639042357276,0.7762649184736929,,,,,116.41871500015259
